symbol,computed_at,overall_score,profitability_score,growth_score,leverage_score,cashflow_score,dividend_score,trend_score,health_label
TORNTPHARM,2026-05-26 03:35:06,46.85,48.2602313935417,3.1746031746031744,97.19625629888864,68.79786360965826,43.888888888888886,0.0,WEAK
TRENT,2026-05-26 03:35:11.145405+00:00,45.29,48.24404247970989,3.1746031746031744,97.35266949100193,67.30371936487329,30.277777777777775,0.0,WEAK
TRENT,2026-05-26 03:35:06,45.29,48.24404247970989,3.1746031746031744,97.35266949100192,67.30371936487329,30.27777777777777,0.0,WEAK
TVSMOTOR,2026-05-26 03:35:11.145405+00:00,43.39,48.24188395786565,3.1746031746031744,87.32872440536391,65.26193947290447,34.44444444444444,0.0,WEAK
TVSMOTOR,2026-05-26 03:35:06,43.39,48.24188395786565,3.1746031746031744,87.32872440536391,65.26193947290447,34.44444444444444,0.0,WEAK
ULTRACEMCO,2026-05-26 03:35:11.145405+00:00,46.16,48.246201001554134,3.1746031746031744,98.14060389395212,68.14020913909286,36.11111111111111,0.0,WEAK
ULTRACEMCO,2026-05-26 03:35:06,46.16,48.24620100155413,3.1746031746031744,98.14060389395212,68.14020913909286,36.11111111111111,0.0,WEAK
UNIONBANK,2026-05-26 03:35:11.145405+00:00,30.65,48.23217060956657,3.1746031746031744,13.746262175806581,78.97141090278346,33.611111111111114,0.0,POOR
UNIONBANK,2026-05-26 03:35:06,30.65,48.23217060956657,3.1746031746031744,13.746262175806558,78.97141090278346,33.611111111111114,0.0,POOR
UNITDSPR,2026-05-26 03:35:11.145405+00:00,36.93,48.246201001554134,3.1746031746031744,50.0,67.6352978173518,40.833333333333336,0.0,WEAK
UNITDSPR,2026-05-26 03:35:06,46.83,48.24620100155413,3.1746031746031744,99.54348422429491,67.6352978173518,40.833333333333336,0.0,WEAK
VBL,2026-05-26 03:35:06,35.87,48.25159730616474,3.1746031746031744,50.0,66.15790280974355,32.5,0.0,WEAK
VEDL,2026-05-26 03:35:11.145405+00:00,44.88,48.253755828008984,3.1746031746031744,50.0,81.24308726017284,100.0,0.0,WEAK
VEDL,2026-05-26 03:35:06,52.02,48.25375582800898,3.1746031746031744,85.68080682283457,81.24308726017284,100.0,0.0,AVERAGE
WIPRO,2026-05-26 03:35:11.145405+00:00,39.85,48.24728026247625,0.0,50.0,79.1231564533307,29.444444444444446,29.78723404255319,WEAK
WIPRO,2026-05-26 03:35:06,49.53,48.24728026247625,0.0,98.4062502416854,79.1231564533307,29.444444444444446,29.78723404255319,WEAK
ZOMATO,2026-05-26 03:35:11.145405+00:00,35.54,48.22677430495597,3.1746031746031744,50.0,66.94629922787301,28.055555555555557,0.0,WEAK
ZOMATO,2026-05-26 03:35:06,45.47,48.22677430495597,3.1746031746031744,99.63431986384792,66.94629922787301,28.05555555555556,0.0,WEAK
ZYDUSLIFE,2026-05-26 03:35:11.145405+00:00,35.91,48.25699361077534,3.1746031746031744,50.0,67.89377835164927,30.277777777777775,0.0,WEAK
ZYDUSLIFE,2026-05-26 03:35:06,45.9,48.25699361077534,3.1746031746031744,99.9414450330123,67.89377835164927,30.27777777777777,0.0,WEAK
