symbol,year_id,fiscal_year,year_label,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow,cash_conversion_ratio
SUNPHARMA,19,2017,Mar 2017,7082.0,-4186.0,-2285.0,611.0,2896.0,0.9026255416772878
SUNPHARMA,22,2018,Mar 2018,3907.0,-3104.0,-1539.0,-736.0,803.0,1.536978756884343
SUNPHARMA,25,2019,Mar 2019,2196.0,-310.0,-2731.0,-844.0,1886.0,0.6845386533665836
SUNPHARMA,28,2020,Mar 2020,6555.0,-2225.0,-5715.0,-1386.0,4330.0,1.571188878235858
SUNPHARMA,31,2021,Mar 2021,6170.0,407.0,-5980.0,596.0,6577.0,2.715669014084507
SUNPHARMA,34,2022,Mar 2022,8985.0,-5556.0,-5193.0,-1765.0,3429.0,2.6512245500147538
SUNPHARMA,37,2023,Mar 2023,4959.0,-7220.0,2376.0,115.0,-2261.0,0.5825208504639963
SUNPHARMA,40,2024,Mar 2024,12135.0,-763.0,-6710.0,4662.0,11372.0,1.2627471383975026
TATACONSUM,5,2013,Mar 2013,173.0,24.0,186.0,383.0,197.0,0.3887640449438202
TATACONSUM,8,2014,Mar 2014,422.0,-1.0,-363.0,57.0,421.0,0.8274509803921568
TATACONSUM,12,2015,Mar 2015,418.0,-207.0,-392.0,-182.0,211.0,1.531135531135531
TATACONSUM,16,2016,Mar 2016,116.0,145.0,-282.0,-21.0,261.0,-3.135135135135135
TATACONSUM,19,2017,Mar 2017,741.0,145.0,-816.0,70.0,886.0,1.6285714285714286
TATACONSUM,22,2018,Mar 2018,356.0,-31.0,-30.0,294.0,325.0,0.6402877697841727
TATACONSUM,25,2019,Mar 2019,210.0,53.0,-224.0,39.0,263.0,0.45951859956236324
TATACONSUM,28,2020,Mar 2020,1082.0,-622.0,-308.0,152.0,460.0,2.3521739130434782
TATACONSUM,31,2021,Mar 2021,1656.0,-346.0,-426.0,884.0,1310.0,1.7806451612903227
TATACONSUM,34,2022,Mar 2022,1516.0,-1317.0,-995.0,-796.0,199.0,1.4935960591133004
TATACONSUM,37,2023,Mar 2023,1461.0,-834.0,-714.0,-87.0,627.0,1.106818181818182
TATACONSUM,40,2024,Mar 2024,1937.0,-1911.0,256.0,281.0,26.0,1.594238683127572
TATAMOTORS,5,2013,Mar 2013,22163.0,-22969.0,-1692.0,-2499.0,-806.0,2.2216319165998395
TATAMOTORS,8,2014,Mar 2014,36151.0,-27991.0,-3883.0,4277.0,8160.0,2.5730249110320287
TATAMOTORS,12,2015,Mar 2015,35531.0,-36232.0,5201.0,4500.0,-701.0,2.524763731969019
TATAMOTORS,16,2016,Mar 2016,37900.0,-36694.0,-3795.0,-2589.0,1206.0,3.2454187360849462
TATAMOTORS,19,2017,Mar 2017,30199.0,-39571.0,6205.0,-3167.0,-9372.0,3.9961624983459045
TATAMOTORS,22,2018,Mar 2018,23857.0,-25139.0,2012.0,730.0,-1282.0,2.6242437575624242
TATAMOTORS,25,2019,Mar 2019,18891.0,-20878.0,8830.0,6843.0,-1987.0,-0.6576730260409414
TATAMOTORS,28,2020,Mar 2020,26633.0,-33115.0,3390.0,-3092.0,-6482.0,-2.2240501043841334
TATAMOTORS,31,2021,Mar 2021,29001.0,-25672.0,9904.0,13232.0,3329.0,-2.1650615901455765
TATAMOTORS,34,2022,Mar 2022,14283.0,-4444.0,-3380.0,6459.0,9839.0,-1.262976390485454
TATAMOTORS,37,2023,Mar 2023,35388.0,-15417.0,-26243.0,-6272.0,19971.0,13.155390334572491
TATAMOTORS,40,2024,Mar 2024,67915.0,-22782.0,-37006.0,8128.0,45133.0,2.135221806520577
TATAPOWER,5,2013,Mar 2013,3286.0,-4026.0,-593.0,-1333.0,-740.0,26.715447154471544
TATAPOWER,8,2014,Mar 2014,6483.0,-3609.0,-3265.0,-392.0,2874.0,540.25
TATAPOWER,12,2015,Mar 2015,5981.0,-3865.0,-2239.0,-123.0,2116.0,13.087527352297593
TATAPOWER,16,2016,Mar 2016,7415.0,-1805.0,-6183.0,-574.0,5610.0,9.43384223918575
TATAPOWER,19,2017,Mar 2017,7014.0,-7373.0,937.0,579.0,-359.0,6.376363636363636
TATAPOWER,22,2018,Mar 2018,6364.0,-1512.0,-4726.0,126.0,4852.0,2.4373803140559174
TATAPOWER,25,2019,Mar 2019,4574.0,-272.0,-5184.0,-883.0,4302.0,1.7551803530314658
TATAPOWER,28,2020,Mar 2020,7375.0,-493.0,-5110.0,1773.0,6882.0,5.604103343465046
TATAPOWER,31,2021,Mar 2021,8345.0,993.0,-7603.0,1736.0,9338.0,5.799166087560806
TATAPOWER,34,2022,Mar 2022,6693.0,-6250.0,-1183.0,-741.0,443.0,3.104359925788497
TATAPOWER,37,2023,Mar 2023,7166.0,-7263.0,1341.0,1243.0,-97.0,1.8808398950131233
TATAPOWER,40,2024,Mar 2024,12596.0,-9027.0,-4497.0,-928.0,3569.0,2.9429906542056075
TATASTEEL,5,2013,Mar 2013,14035.0,-13099.0,-1780.0,-844.0,936.0,-1.930005500550055
TATASTEEL,8,2014,Mar 2014,13146.0,-15378.0,1015.0,-1218.0,-2232.0,3.5869031377899043
TATASTEEL,12,2015,Mar 2015,11880.0,-9021.0,-2617.0,241.0,2859.0,-3.015993907083016
TATASTEEL,16,2016,Mar 2016,11455.0,-8794.0,-4729.0,-2068.0,2661.0,-23.048289738430583
TATASTEEL,19,2017,Mar 2017,10824.0,-9490.0,-2579.0,-1245.0,1334.0,-2.5963060686015833
TATASTEEL,22,2018,Mar 2018,8023.0,-11730.0,6640.0,2933.0,-3707.0,0.4521783238460238
TATASTEEL,25,2019,Mar 2019,25336.0,-29176.0,-673.0,-4513.0,-3840.0,2.777461083095812
TATASTEEL,28,2020,Mar 2020,20169.0,-14012.0,-1695.0,4462.0,6157.0,17.179727427597957
TATASTEEL,31,2021,Mar 2021,44327.0,-9437.0,-37090.0,-2200.0,34890.0,5.412332112332113
TATASTEEL,34,2022,Mar 2022,44381.0,-10905.0,-23401.0,10075.0,33476.0,1.063043426189849
TATASTEEL,37,2023,Mar 2023,21683.0,-18179.0,-6981.0,-3477.0,3504.0,2.6852012383900927
TATASTEEL,40,2024,Mar 2024,20301.0,-14253.0,-11097.0,-5049.0,6048.0,-4.134623217922607
TCS,5,2013,Mar 2013,11615.0,-6038.0,-5729.0,-152.0,5577.0,0.8251633986928104
TCS,8,2014,Mar 2014,14751.0,-9452.0,-5673.0,-374.0,5299.0,0.7630353817504656
TCS,12,2015,Mar 2015,19369.0,-1807.0,-17168.0,394.0,17562.0,0.9655533399800598
TCS,16,2016,Mar 2016,19109.0,-5010.0,-9666.0,4433.0,14099.0,0.785150792998603
TCS,19,2017,Mar 2017,25223.0,-16895.0,-11026.0,-2698.0,8328.0,0.9569753765603065
TCS,22,2018,Mar 2018,25067.0,3104.0,-26885.0,1286.0,28171.0,0.9685857805255024
TCS,25,2019,Mar 2019,28593.0,1645.0,-27897.0,2341.0,30238.0,0.9059311830682466
TCS,28,2020,Mar 2020,32369.0,8968.0,-39915.0,1422.0,41337.0,0.9975960797608407
TCS,31,2021,Mar 2021,38802.0,-7956.0,-32634.0,-1788.0,30846.0,1.191634420490142
TCS,34,2022,Mar 2022,39949.0,-738.0,-33581.0,5630.0,39211.0,1.0390127181461157
TCS,37,2023,Mar 2023,41965.0,548.0,-47878.0,-5365.0,42513.0,0.9920100229298159
TCS,40,2024,Mar 2024,44338.0,6091.0,-48536.0,1893.0,50429.0,0.9617996051975097
TECHM,5,2013,Mar 2013,855.0,-622.0,65.0,298.0,233.0,0.6541698546289212
TECHM,8,2014,Mar 2014,1596.0,291.0,-972.0,915.0,1887.0,0.5212279555845852
TECHM,12,2015,Mar 2015,2448.0,-1865.0,-829.0,-246.0,583.0,0.9206468597216999
TECHM,16,2016,Mar 2016,3137.0,-1453.0,-496.0,1188.0,1684.0,1.0363396101750908
TECHM,19,2017,Mar 2017,4071.0,-2893.0,-1571.0,-392.0,1178.0,1.4279200280603297
TECHM,22,2018,Mar 2018,3554.0,-3319.0,-269.0,-35.0,235.0,0.9387216059165346
TECHM,25,2019,Mar 2019,4432.0,-2104.0,-2251.0,77.0,2328.0,1.0333411051527162
TECHM,28,2020,Mar 2020,4358.0,1081.0,-4466.0,974.0,5439.0,1.1182961252245316
TECHM,31,2021,Mar 2021,8094.0,-5433.0,-2987.0,-326.0,2661.0,1.859407305306685
TECHM,34,2022,Mar 2022,5285.0,480.0,-4667.0,1098.0,5765.0,0.9387211367673179
TECHM,37,2023,Mar 2023,5572.0,-226.0,-5078.0,267.0,5346.0,1.1472102120650607
TECHM,40,2024,Mar 2024,6376.0,-1318.0,-4767.0,291.0,5058.0,2.6599916562369628
TITAN,5,2013,Mar 2013,553.0,-142.0,-236.0,176.0,411.0,0.7627586206896552
TITAN,8,2014,Mar 2014,-555.0,-271.0,497.0,-329.0,-826.0,-0.7551020408163265
TITAN,12,2015,Mar 2015,503.0,-118.0,-1005.0,-620.0,385.0,0.616421568627451
TITAN,16,2016,Mar 2016,576.0,-159.0,-505.0,-88.0,417.0,0.8533333333333334
TITAN,19,2017,Mar 2017,1712.0,-953.0,-166.0,594.0,759.0,2.456241032998565
TITAN,22,2018,Mar 2018,-51.0,98.0,-252.0,-206.0,47.0,-0.04627949183303085
TITAN,25,2019,Mar 2019,1243.0,-797.0,-489.0,-43.0,446.0,0.8948884089272858
TITAN,28,2020,Mar 2020,-348.0,235.0,-242.0,-355.0,-113.0,-0.23308774279973207
TITAN,31,2021,Mar 2021,4139.0,-2799.0,-1234.0,106.0,1340.0,4.249486652977413
TITAN,34,2022,Mar 2022,-724.0,1165.0,-403.0,38.0,441.0,-0.3293903548680619
TITAN,37,2023,Mar 2023,1370.0,-1814.0,457.0,13.0,-444.0,0.4184483811850947
TITAN,40,2024,Mar 2024,1695.0,-189.0,-1329.0,177.0,1506.0,0.4848398169336384
TORNTPHARM,5,2013,Mar 2013,153.0,-247.0,20.0,-73.0,-94.0,0.35172413793103446
TORNTPHARM,8,2014,Mar 2014,599.0,-418.0,86.0,268.0,181.0,0.9021084337349398
TORNTPHARM,12,2015,Mar 2015,810.0,-2113.0,1212.0,-90.0,-1303.0,1.0785619174434087
TORNTPHARM,16,2016,Mar 2016,2742.0,-869.0,-1435.0,437.0,1873.0,1.5822273514137335
TORNTPHARM,19,2017,Mar 2017,1009.0,-798.0,-193.0,18.0,211.0,1.0802997858672376
TORNTPHARM,22,2018,Mar 2018,894.0,-4677.0,3417.0,-366.0,-3783.0,1.3185840707964602
TORNTPHARM,25,2019,Mar 2019,1798.0,-246.0,-1314.0,238.0,1552.0,4.123853211009174
TORNTPHARM,28,2020,Mar 2020,1393.0,229.0,-1549.0,73.0,1622.0,1.3590243902439025
TORNTPHARM,31,2021,Mar 2021,2005.0,-444.0,-1651.0,-89.0,1561.0,1.601437699680511
TORNTPHARM,34,2022,Mar 2022,1803.0,-196.0,-1781.0,-174.0,1607.0,2.3204633204633205
TORNTPHARM,37,2023,Mar 2023,2368.0,-2335.0,77.0,110.0,33.0,1.902008032128514
TORNTPHARM,40,2024,Mar 2024,3266.0,-160.0,-2780.0,327.0,3106.0,1.9722222222222223
TRENT,5,2013,Mar 2013,31.0,-276.0,147.0,-97.0,-245.0,-1.1481481481481481
TRENT,8,2014,Mar 2014,-46.0,-48.0,-50.0,-145.0,-94.0,2.4210526315789473
TRENT,12,2015,Mar 2015,-10.0,-306.0,310.0,-6.0,-316.0,-0.07751937984496124
TRENT,16,2016,Mar 2016,109.0,-98.0,-13.0,-2.0,11.0,1.981818181818182
TRENT,19,2017,Mar 2017,102.0,-44.0,-51.0,7.0,58.0,1.2
TRENT,22,2018,Mar 2018,77.0,-4.0,-74.0,-1.0,73.0,0.8850574712643678
TRENT,25,2019,Mar 2019,21.0,-37.0,37.0,21.0,-16.0,0.22105263157894736
TRENT,28,2020,Mar 2020,361.0,-809.0,452.0,5.0,-448.0,3.4056603773584904
TRENT,31,2021,Mar 2021,285.0,18.0,-283.0,20.0,303.0,-1.574585635359116
TRENT,34,2022,Mar 2022,58.0,56.0,-108.0,6.0,114.0,1.6571428571428573
TRENT,37,2023,Mar 2023,595.0,-103.0,-491.0,1.0,492.0,1.5101522842639594
TRENT,40,2024,Mar 2024,1349.0,-508.0,-629.0,211.0,841.0,0.913337846987136
TVSMOTOR,5,2013,Mar 2013,464.0,-120.0,-402.0,-58.0,344.0,2.3434343434343434
TVSMOTOR,8,2014,Mar 2014,470.0,-235.0,-216.0,19.0,235.0,2.513368983957219
TVSMOTOR,12,2015,Mar 2015,83.0,-415.0,261.0,-71.0,-332.0,0.2530487804878049
TVSMOTOR,16,2016,Mar 2016,936.0,-605.0,-319.0,12.0,331.0,2.1818181818181817
TVSMOTOR,19,2017,Mar 2017,689.0,-709.0,-59.0,-79.0,-20.0,1.3536345776031433
TVSMOTOR,22,2018,Mar 2018,354.0,-1095.0,897.0,156.0,-741.0,0.5323308270676692
TVSMOTOR,25,2019,Mar 2019,-918.0,-1104.0,2210.0,188.0,-2022.0,-1.2662068965517241
TVSMOTOR,28,2020,Mar 2020,373.0,-1090.0,1619.0,902.0,-717.0,0.5765069551777434
TVSMOTOR,31,2021,Mar 2021,1151.0,-882.0,264.0,532.0,269.0,1.893092105263158
TVSMOTOR,34,2022,Mar 2022,-1575.0,-1471.0,2918.0,532.0,-3046.0,-2.1545827633378933
TVSMOTOR,37,2023,Mar 2023,-4405.0,-1308.0,6118.0,406.0,-5713.0,-3.3651642475171886
TVSMOTOR,40,2024,Mar 2024,-1253.0,-1001.0,2759.0,505.0,-2254.0,-0.7043282743114109
ULTRACEMCO,5,2013,Mar 2013,3618.0,-4362.0,715.0,-30.0,-744.0,1.3459821428571428
ULTRACEMCO,8,2014,Mar 2014,3455.0,-2342.0,-949.0,164.0,1113.0,1.561229100768188
ULTRACEMCO,12,2015,Mar 2015,4190.0,-2144.0,-2110.0,-63.0,2046.0,1.9933396764985727
ULTRACEMCO,16,2016,Mar 2016,4526.0,-3673.0,-844.0,8.0,853.0,1.825
ULTRACEMCO,19,2017,Mar 2017,5005.0,-2501.0,-2535.0,-31.0,2504.0,1.844141488577745
ULTRACEMCO,22,2018,Mar 2018,3888.0,1866.0,-5735.0,18.0,5754.0,1.7482014388489209
ULTRACEMCO,25,2019,Mar 2019,5956.0,1165.0,-6757.0,364.0,7121.0,2.4816666666666665
ULTRACEMCO,28,2020,Mar 2020,8972.0,-4192.0,-5076.0,-295.0,4780.0,1.560076508433316
ULTRACEMCO,31,2021,Mar 2021,12500.0,-8856.0,-4356.0,-712.0,3644.0,2.288538996704504
ULTRACEMCO,34,2022,Mar 2022,9283.0,2257.0,-12498.0,-958.0,11540.0,1.2657485683119716
ULTRACEMCO,37,2023,Mar 2023,9069.0,-7188.0,-1631.0,250.0,1881.0,1.787699586043761
ULTRACEMCO,40,2024,Mar 2024,10898.0,-8789.0,-1926.0,183.0,2109.0,1.5559680182752713
UNIONBANK,5,2013,Mar 2013,-4245.0,-343.0,5096.0,507.0,-4588.0,-1.978098788443616
UNIONBANK,8,2014,Mar 2014,2570.0,-363.0,4902.0,7109.0,2207.0,1.5234143449911084
UNIONBANK,12,2015,Mar 2015,-3567.0,-318.0,3168.0,-718.0,-3885.0,-2.0141163184641444
UNIONBANK,16,2016,Mar 2016,81.0,-9.0,-2.0,70.0,72.0,0.060133630289532294
UNIONBANK,19,2017,Mar 2017,-6624.0,-280.0,10194.0,3289.0,-6904.0,-11.56020942408377
UNIONBANK,22,2018,Mar 2018,6097.0,-315.0,10792.0,16574.0,5782.0,-1.169800460475825
UNIONBANK,25,2019,Mar 2019,-7778.0,-297.0,1758.0,-6317.0,-8075.0,2.6618754277891856
UNIONBANK,28,2020,Mar 2020,-77.0,-4.0,201.0,121.0,-81.0,0.024671579621916052
UNIONBANK,31,2021,Mar 2021,20527.0,-601.0,-18861.0,1066.0,19926.0,7.169752008382815
UNIONBANK,34,2022,Mar 2022,36339.0,-558.0,-786.0,34995.0,35781.0,6.901994301994302
UNIONBANK,37,2023,Mar 2023,6056.0,-2561.0,-10654.0,-7159.0,3495.0,0.7114661654135338
UNIONBANK,40,2024,Mar 2024,19930.0,-1394.0,-11489.0,7047.0,18536.0,1.4445169239689788
UNITDSPR,5,2013,Mar 2013,1969.0,-1121.0,-992.0,-145.0,848.0,-18.752380952380953
UNITDSPR,8,2014,Mar 2014,-552.0,-252.0,1235.0,431.0,-804.0,0.12296725328580976
UNITDSPR,12,2015,Mar 2015,-196.0,3855.0,-4002.0,-343.0,3659.0,0.11618257261410789
UNITDSPR,16,2016,Mar 2016,283.0,733.0,-1155.0,-139.0,1016.0,1.979020979020979
UNITDSPR,19,2017,Mar 2017,647.0,-227.0,-475.0,-56.0,420.0,6.956989247311828
UNITDSPR,22,2018,Mar 2018,925.0,104.0,-966.0,63.0,1029.0,1.4187116564417177
UNITDSPR,25,2019,Mar 2019,948.0,-66.0,-808.0,74.0,882.0,1.3859649122807018
UNITDSPR,28,2020,Mar 2020,783.0,-194.0,-740.0,-150.0,589.0,1.2608695652173914
UNITDSPR,31,2021,Mar 2021,1818.0,-99.0,-1707.0,12.0,1719.0,5.0220994475138125
UNITDSPR,34,2022,Mar 2022,977.0,-313.0,-688.0,-23.0,664.0,1.2046855733662145
UNITDSPR,37,2023,Mar 2023,615.0,-55.0,-500.0,60.0,560.0,0.5461811722912966
UNITDSPR,40,2024,Mar 2024,1118.0,226.0,-407.0,937.0,1344.0,0.7940340909090909
VBL,4,2012,Dec 2012,280.0,-507.0,229.0,3.0,-227.0,11.2
VBL,7,2013,Dec 2013,297.0,-574.0,274.0,-2.0,-277.0,-7.425
VBL,11,2014,Dec 2014,431.0,-500.0,58.0,-11.0,-69.0,-21.55
VBL,15,2015,Dec 2015,555.0,-300.0,-236.0,19.0,255.0,4.911504424778761
VBL,18,2016,Dec 2016,826.0,-1048.0,230.0,8.0,-222.0,17.208333333333332
VBL,21,2017,Dec 2017,620.0,-746.0,159.0,32.0,-126.0,2.897196261682243
VBL,24,2018,Dec 2018,1000.0,-937.0,-84.0,-22.0,63.0,3.3333333333333335
VBL,27,2019,Dec 2019,1308.0,-2320.0,1107.0,95.0,-1012.0,2.7711864406779663
VBL,30,2020,Dec 2020,1012.0,-472.0,-574.0,-33.0,540.0,2.834733893557423
VBL,33,2021,Dec 2021,1231.0,-1008.0,-178.0,46.0,223.0,1.6501340482573728
VBL,36,2022,Dec 2022,1790.0,-1769.0,-18.0,4.0,21.0,1.1548387096774193
VBL,39,2023,Dec 2023,2391.0,-3288.0,985.0,88.0,-897.0,1.137488106565176
VEDL,5,2013,Mar 2013,22.0,-311.0,238.0,-51.0,-289.0,0.009649122807017544
VEDL,8,2014,Mar 2014,15601.0,-2890.0,-5052.0,7659.0,12711.0,1.3659924700113826
VEDL,12,2015,Mar 2015,17805.0,-4133.0,-13956.0,-284.0,13672.0,-1.5661008004222008
VEDL,16,2016,Mar 2016,20377.0,-7868.0,-11303.0,1206.0,12509.0,-1.140801701937073
VEDL,19,2017,Mar 2017,18083.0,2681.0,-12425.0,8339.0,20764.0,1.5980028278543654
VEDL,22,2018,Mar 2018,17366.0,15480.0,-39255.0,-6409.0,32846.0,1.268331872626351
VEDL,25,2019,Mar 2019,23754.0,-10594.0,-10242.0,2918.0,13160.0,2.4493710043307897
VEDL,28,2020,Mar 2020,19300.0,-5925.0,-15547.0,-2172.0,13375.0,-4.068296795952782
VEDL,31,2021,Mar 2021,23980.0,-6678.0,-17565.0,-263.0,17302.0,1.5952634379989357
VEDL,34,2022,Mar 2022,34963.0,-2243.0,-28903.0,3817.0,32720.0,1.4746098692534795
VEDL,37,2023,Mar 2023,33065.0,-668.0,-34142.0,-1745.0,32397.0,2.279873129697304
VEDL,40,2024,Mar 2024,35654.0,-13676.0,-26092.0,-4114.0,21978.0,4.729274439580847
WIPRO,5,2013,Mar 2013,6394.0,-4536.0,-1140.0,717.0,1858.0,1.034293109026205
WIPRO,8,2014,Mar 2014,6790.0,-284.0,-3570.0,2936.0,6506.0,0.8497059191590539
WIPRO,12,2015,Mar 2015,7840.0,-2537.0,-830.0,4474.0,5303.0,0.8997016295616249
WIPRO,16,2016,Mar 2016,7887.0,-13761.0,-159.0,-6032.0,-5874.0,0.8805403594953668
WIPRO,19,2017,Mar 2017,9277.0,-11770.0,-2275.0,-4767.0,-2493.0,1.0891054238084057
WIPRO,22,2018,Mar 2018,8423.0,3595.0,-12998.0,-979.0,12018.0,1.052480319880045
WIPRO,25,2019,Mar 2019,11632.0,5065.0,-4937.0,11760.0,16697.0,1.2898647150144156
WIPRO,28,2020,Mar 2020,10064.0,3593.0,-15100.0,-1442.0,13657.0,1.0298812934916086
WIPRO,31,2021,Mar 2021,14755.0,685.0,-12884.0,2556.0,15440.0,1.3576555023923444
WIPRO,34,2022,Mar 2022,11080.0,-22321.0,4659.0,-6583.0,-11241.0,0.9050069427427918
WIPRO,37,2023,Mar 2023,13060.0,-8169.0,-6088.0,-1197.0,4891.0,1.1490409994721098
WIPRO,40,2024,Mar 2024,17622.0,1144.0,-18257.0,509.0,18766.0,1.58585313174946
ZOMATO,28,2020,Mar 2020,-2144.0,1740.0,359.0,-45.0,-404.0,0.8985750209555742
ZOMATO,31,2021,Mar 2021,-1018.0,-5245.0,6402.0,139.0,-6263.0,1.2475490196078431
ZOMATO,34,2022,Mar 2022,-693.0,-7971.0,8750.0,86.0,-8664.0,0.5671031096563012
ZOMATO,37,2023,Mar 2023,-844.0,797.0,-127.0,-174.0,-47.0,0.8692070030895983
ZOMATO,40,2024,Mar 2024,646.0,-348.0,-207.0,91.0,298.0,1.8404558404558404
ZYDUSLIFE,5,2013,Mar 2013,603.0,-682.0,286.0,207.0,-79.0,0.8739130434782608
ZYDUSLIFE,8,2014,Mar 2014,903.0,-438.0,-529.0,-64.0,465.0,1.0801435406698565
ZYDUSLIFE,12,2015,Mar 2015,994.0,-465.0,-351.0,178.0,529.0,0.8367003367003367
ZYDUSLIFE,16,2016,Mar 2016,1894.0,-860.0,-935.0,99.0,1034.0,0.9643584521384929
ZYDUSLIFE,19,2017,Mar 2017,1312.0,-2872.0,2316.0,756.0,-1560.0,0.8648648648648649
ZYDUSLIFE,22,2018,Mar 2018,919.0,-974.0,52.0,-3.0,-55.0,0.5077348066298343
ZYDUSLIFE,25,2019,Mar 2019,1282.0,-3977.0,1885.0,-811.0,-2695.0,0.6750921537651395
ZYDUSLIFE,28,2020,Mar 2020,2932.0,-1004.0,-1528.0,399.0,1928.0,2.435215946843854
ZYDUSLIFE,31,2021,Mar 2021,3294.0,-837.0,-2548.0,-90.0,2457.0,1.5075514874141875
ZYDUSLIFE,34,2022,Mar 2022,2104.0,-1018.0,-868.0,219.0,1086.0,0.4556084885231702
ZYDUSLIFE,37,2023,Mar 2023,2689.0,1542.0,-4400.0,-170.0,4231.0,1.2853728489483747
ZYDUSLIFE,40,2024,Mar 2024,3228.0,-1492.0,-1810.0,-75.0,1736.0,0.8124842688144979
