id,symbol,year,operating_activity,investing_activity,financing_activity,net_cash_flow,year_label,fiscal_year,quarter,is_ttm,is_half_year,sort_order,free_cash_flow,net_profit,cash_conversion_ratio,year_id
802,LTIM,Mar 2017,1170.0,-961.0,-33.0,176.0,Mar 2017,2017,Q4,False,False,20173,209.0,971,1.2049433573635426,19
803,LTIM,Mar 2018,844.0,-452.0,-408.0,-16.0,Mar 2018,2018,Q4,False,False,20183,392.0,1112,0.7589928057553957,22
804,LTIM,Mar 2019,1395.0,-749.0,-594.0,52.0,Mar 2019,2019,Q4,False,False,20193,646.0,1516,0.9201846965699209,25
805,LTIM,Mar 2020,1644.0,-643.0,-890.0,110.0,Mar 2020,2020,Q4,False,False,20203,1001.0,1520,1.081578947368421,28
806,LTIM,Mar 2021,2400.0,-1657.0,-509.0,234.0,Mar 2021,2021,Q4,False,False,20213,743.0,1938,1.238390092879257,31
807,LTIM,Mar 2022,3251.0,-1643.0,-1680.0,-73.0,Mar 2022,2022,Q4,False,False,20223,1608.0,3950,0.8230379746835443,34
808,LTIM,Mar 2023,3095.0,-271.0,-1932.0,892.0,Mar 2023,2023,Q4,False,False,20233,2824.0,4410,0.7018140589569161,37
809,LTIM,Mar 2024,5670.0,-3918.0,-2269.0,-518.0,Mar 2024,2024,Q4,False,False,20243,1752.0,4585,1.2366412213740459,40
810,M&M,Mar 2013,-922.0,-2903.0,4508.0,684.0,Mar 2013,2013,Q4,False,False,20133,-3825.0,4129,-0.223298619520465,5
811,M&M,Mar 2014,-244.0,-4524.0,5577.0,810.0,Mar 2014,2014,Q4,False,False,20143,-4768.0,5154,-0.0473418703919286,8
812,M&M,Mar 2015,1055.0,-4357.0,1669.0,-1633.0,Mar 2015,2015,Q4,False,False,20153,-3302.0,3381,0.3120378586217096,12
813,M&M,Mar 2016,2385.0,-5506.0,2967.0,-154.0,Mar 2016,2016,Q4,False,False,20163,-3121.0,3554,0.6710748452447945,16
814,M&M,Mar 2017,183.0,-5875.0,6108.0,416.0,Mar 2017,2017,Q4,False,False,20173,-5692.0,4051,0.04517403110343125,19
815,M&M,Mar 2018,682.0,-5467.0,6314.0,1529.0,Mar 2018,2018,Q4,False,False,20183,-4785.0,7958,0.0856999246041719,22
816,M&M,Mar 2019,-4347.0,-7174.0,13194.0,1672.0,Mar 2019,2019,Q4,False,False,20193,-11521.0,6017,-0.7224530496925378,25
817,M&M,Mar 2020,-1457.0,-6870.0,6933.0,-1394.0,Mar 2020,2020,Q4,False,False,20203,-8327.0,-321,4.538940809968848,28
818,M&M,Mar 2021,17909.0,-19686.0,406.0,-1370.0,Mar 2021,2021,Q4,False,False,20213,-1777.0,1512,11.84457671957672,31
819,M&M,Mar 2022,9248.0,-3252.0,-5883.0,113.0,Mar 2022,2022,Q4,False,False,20223,5996.0,7253,1.2750585964428511,34
820,M&M,Mar 2023,-7074.0,-8866.0,15946.0,6.0,Mar 2023,2023,Q4,False,False,20233,-15940.0,11374,-0.6219447863548444,37
821,M&M,Mar 2024,-5630.0,-5615.0,12281.0,1037.0,Mar 2024,2024,Q4,False,False,20243,-11245.0,12270,-0.4588427057864711,40
822,MARUTI,Mar 2013,4059.0,-3119.0,-979.0,-39.0,Mar 2013,2013,Q4,False,False,20133,940.0,2470,1.6433198380566802,5
823,MARUTI,Mar 2014,4995.0,-4997.0,-74.0,-76.0,Mar 2014,2014,Q4,False,False,20143,-2.0,2854,1.750175192711983,8
824,MARUTI,Mar 2015,6449.0,-4491.0,-2004.0,-45.0,Mar 2015,2015,Q4,False,False,20153,1958.0,3809,1.693095300603833,12
825,MARUTI,Mar 2016,8482.0,-7230.0,-1237.0,16.0,Mar 2016,2016,Q4,False,False,20163,1252.0,5497,1.543023467345825,16
826,MARUTI,Mar 2017,10282.0,-9173.0,-1129.0,-20.0,Mar 2017,2017,Q4,False,False,20173,1109.0,7511,1.3689255758221275,19
827,MARUTI,Mar 2018,11788.0,-8302.0,-3436.0,50.0,Mar 2018,2018,Q4,False,False,20183,3486.0,7881,1.4957492703971578,22
828,MARUTI,Mar 2019,6601.0,-3540.0,-2948.0,113.0,Mar 2019,2019,Q4,False,False,20193,3061.0,7651,0.8627630375114365,25
829,MARUTI,Mar 2020,3496.0,-557.0,-3104.0,-165.0,Mar 2020,2020,Q4,False,False,20203,2939.0,5678,0.6157097569566748,28
830,MARUTI,Mar 2021,8856.0,-7291.0,-1545.0,20.0,Mar 2021,2021,Q4,False,False,20213,1565.0,4389,2.017771701982228,31
831,MARUTI,Mar 2022,1840.0,-239.0,-1607.0,-6.0,Mar 2022,2022,Q4,False,False,20223,1601.0,3880,0.4742268041237113,34
832,MARUTI,Mar 2023,10815.0,-8820.0,-1214.0,780.0,Mar 2023,2023,Q4,False,False,20233,1995.0,8264,1.3086882865440466,37
833,MARUTI,Mar 2024,16801.0,-11865.0,-4062.0,874.0,Mar 2024,2024,Q4,False,False,20243,4936.0,13488,1.2456257413997627,40
834,MOTHERSON,Mar 2013,1486.0,-1089.0,-256.0,142.0,Mar 2013,2013,Q4,False,False,20133,397.0,452,3.2876106194690267,5
835,MOTHERSON,Mar 2014,2695.0,-1372.0,-1080.0,243.0,Mar 2014,2014,Q4,False,False,20143,1323.0,1097,2.456700091157703,8
836,MOTHERSON,Mar 2015,3390.0,-2844.0,494.0,1040.0,Mar 2015,2015,Q4,False,False,20153,546.0,1292,2.623839009287926,12
837,MOTHERSON,Mar 2016,2188.0,-1906.0,-263.0,19.0,Mar 2016,2016,Q4,False,False,20163,282.0,1774,1.23337091319053,16
838,MOTHERSON,Mar 2017,3800.0,-6145.0,5518.0,3172.0,Mar 2017,2017,Q4,False,False,20173,-2345.0,2172,1.7495395948434622,19
839,MOTHERSON,Mar 2018,3264.0,-3194.0,-2221.0,-2152.0,Mar 2018,2018,Q4,False,False,20183,70.0,2260,1.4442477876106194,22
840,MOTHERSON,Mar 2019,4312.0,-3318.0,-225.0,769.0,Mar 2019,2019,Q4,False,False,20193,994.0,2098,2.0552907530981885,25
841,MOTHERSON,Mar 2020,6352.0,-2220.0,-2803.0,1329.0,Mar 2020,2020,Q4,False,False,20203,4132.0,1294,4.908809891808346,28
842,MOTHERSON,Mar 2021,5051.0,-1886.0,-2098.0,1068.0,Mar 2021,2021,Q4,False,False,20213,3165.0,1569,3.2192479286169533,31
843,MOTHERSON,Mar 2022,2463.0,-2304.0,-1217.0,-1059.0,Mar 2022,2022,Q4,False,False,20223,159.0,1182,2.083756345177665,34
844,MOTHERSON,Mar 2023,4643.0,-2248.0,-2734.0,-339.0,Mar 2023,2023,Q4,False,False,20233,2395.0,1670,2.7802395209580837,37
845,MOTHERSON,Mar 2024,7569.0,-6644.0,1281.0,2205.0,Mar 2024,2024,Q4,False,False,20243,925.0,3020,2.5062913907284767,40
846,NAUKRI,Mar 2013,75.0,-46.0,-12.0,16.0,Mar 2013,2013,Q4,False,False,20133,29.0,76,0.9868421052631579,5
847,NAUKRI,Mar 2014,81.0,-204.0,130.0,7.0,Mar 2014,2014,Q4,False,False,20143,-123.0,60,1.35,8
848,NAUKRI,Mar 2015,51.0,-1051.0,1025.0,25.0,Mar 2015,2015,Q4,False,False,20153,-1000.0,-14,-3.642857142857143,12
849,NAUKRI,Mar 2016,78.0,-2.0,-66.0,11.0,Mar 2016,2016,Q4,False,False,20163,76.0,118,0.6610169491525424,16
850,NAUKRI,Mar 2017,213.0,-165.0,-42.0,7.0,Mar 2017,2017,Q4,False,False,20173,48.0,-43,-4.953488372093023,19
851,NAUKRI,Mar 2018,253.0,-149.0,-75.0,29.0,Mar 2018,2018,Q4,False,False,20183,104.0,501,0.5049900199600799,22
852,NAUKRI,Mar 2019,276.0,-59.0,-78.0,138.0,Mar 2019,2019,Q4,False,False,20193,217.0,592,0.46621621621621623,25
853,NAUKRI,Mar 2020,350.0,97.0,-143.0,304.0,Mar 2020,2020,Q4,False,False,20203,447.0,-246,-1.4227642276422765,28
854,NAUKRI,Mar 2021,276.0,-2043.0,1880.0,113.0,Mar 2021,2021,Q4,False,False,20213,-1767.0,1418,0.19464033850493653,31
855,NAUKRI,Mar 2022,707.0,-1177.0,35.0,-435.0,Mar 2022,2022,Q4,False,False,20223,-470.0,12882,0.05488278217668064,34
856,NAUKRI,Mar 2023,512.0,-358.0,2.0,156.0,Mar 2023,2023,Q4,False,False,20233,154.0,-70,-7.314285714285714,37
857,NAUKRI,Mar 2024,702.0,-852.0,120.0,-29.0,Mar 2024,2024,Q4,False,False,20243,-150.0,595,1.1798319327731093,40
858,NESTLEIND,Dec 2013,1796.0,-441.0,-580.0,775.0,Dec 2013,2013,Q4,False,False,20142,1355.0,1117,1.6078782452999105,7
859,NESTLEIND,Dec 2014,1644.0,-432.0,-1635.0,-423.0,Dec 2014,2014,Q4,False,False,20152,1212.0,1185,1.3873417721518988,11
860,NESTLEIND,Dec 2015,1098.0,-70.0,-498.0,529.0,Dec 2015,2015,Q4,False,False,20162,1028.0,563,1.9502664298401422,15
861,NESTLEIND,Dec 2016,1466.0,-126.0,-666.0,674.0,Dec 2016,2016,Q4,False,False,20172,1340.0,1001,1.4645354645354645,18
862,NESTLEIND,Dec 2017,1818.0,-131.0,-997.0,691.0,Dec 2017,2017,Q4,False,False,20182,1687.0,1225,1.4840816326530613,21
863,NESTLEIND,Dec 2018,2052.0,-52.0,-1317.0,683.0,Dec 2018,2018,Q4,False,False,20192,2000.0,1607,1.2769135034225265,24
864,NESTLEIND,Dec 2019,2295.0,83.0,-3602.0,-1223.0,Dec 2019,2019,Q4,False,False,20202,2378.0,1968,1.166158536585366,27
865,NESTLEIND,Dec 2020,2454.0,-321.0,-1956.0,177.0,Dec 2020,2020,Q4,False,False,20212,2133.0,2082,1.1786743515850144,30
866,NESTLEIND,Dec 2021,2236.0,-1920.0,-2020.0,-1704.0,Dec 2021,2021,Q4,False,False,20222,316.0,2118,1.0557129367327667,33
867,NESTLEIND,Dec 2022,2737.0,-392.0,-2123.0,223.0,Dec 2022,2022,Q4,False,False,20232,2345.0,2391,1.1447093266415727,36
868,NESTLEIND,Dec 2023,3392.0,-927.0,-2436.0,29.0,Dec 2023,2023,Q4,False,False,20242,2465.0,2999,1.1310436812270757,39
869,NESTLEIND,Mar 2024,4175.0,-1237.0,-3135.0,-198.0,Mar 2024,2024,Q4,False,False,20243,2938.0,3933,1.0615306381896772,40
870,NHPC,Mar 2013,2846.0,-1330.0,-1344.0,172.0,Mar 2013,2013,Q4,False,False,20133,1516.0,2873,0.9906021580229725,5
871,NHPC,Mar 2014,3824.0,-1122.0,-4536.0,-1834.0,Mar 2014,2014,Q4,False,False,20143,2702.0,1633,2.3417023882424983,8
872,NHPC,Mar 2015,4061.0,-768.0,-2494.0,798.0,Mar 2015,2015,Q4,False,False,20153,3293.0,2798,1.4513938527519656,12
873,NHPC,Mar 2016,5971.0,-746.0,-4000.0,1224.0,Mar 2016,2016,Q4,False,False,20163,5225.0,2365,2.5247357293868924,16
874,NHPC,Mar 2017,8329.0,-1864.0,-7812.0,-1347.0,Mar 2017,2017,Q4,False,False,20173,6465.0,3480,2.393390804597701,19
875,NHPC,Mar 2018,4696.0,-886.0,-3863.0,-53.0,Mar 2018,2018,Q4,False,False,20183,3810.0,2785,1.6861759425493716,22
876,NHPC,Mar 2019,3824.0,-1182.0,-2637.0,5.0,Mar 2019,2019,Q4,False,False,20193,2642.0,2836,1.3483779971791254,25
877,NHPC,Mar 2020,2993.0,-2987.0,12.0,17.0,Mar 2020,2020,Q4,False,False,20203,6.0,3345,0.8947683109118086,28
878,NHPC,Mar 2021,5070.0,-1607.0,-3058.0,405.0,Mar 2021,2021,Q4,False,False,20213,3463.0,3600,1.4083333333333334,31
879,NHPC,Mar 2022,4590.0,-3084.0,-638.0,867.0,Mar 2022,2022,Q4,False,False,20223,1506.0,3774,1.2162162162162162,34
880,NHPC,Mar 2023,4705.0,-4191.0,-795.0,-281.0,Mar 2023,2023,Q4,False,False,20233,514.0,4261,1.1042008918094344,37
881,NHPC,Mar 2024,6938.0,-5968.0,-581.0,388.0,Mar 2024,2024,Q4,False,False,20243,970.0,4028,1.7224428997020853,40
882,NTPC,Mar 2013,16508.0,-16845.0,988.0,651.0,Mar 2013,2013,Q4,False,False,20133,-337.0,12586,1.3116160813602415,5
883,NTPC,Mar 2014,16531.0,-15509.0,-2709.0,-1687.0,Mar 2014,2014,Q4,False,False,20143,1022.0,11403,1.4497062176620188,8
884,NTPC,Mar 2015,14889.0,-15977.0,-1474.0,-2563.0,Mar 2015,2015,Q4,False,False,20153,-1088.0,9992,1.4900920736589272,12
885,NTPC,Mar 2016,24125.0,-19162.0,-3899.0,1064.0,Mar 2016,2016,Q4,False,False,20163,4963.0,10781,2.237733048882293,16
886,NTPC,Mar 2017,20167.0,-24480.0,3138.0,-1176.0,Mar 2017,2017,Q4,False,False,20173,-4313.0,10714,1.8823035280940825,19
887,NTPC,Mar 2018,19670.0,-20678.0,1028.0,19.0,Mar 2018,2018,Q4,False,False,20183,-1008.0,10502,1.8729765758903065,22
888,NTPC,Mar 2019,18686.0,-24063.0,4927.0,-451.0,Mar 2019,2019,Q4,False,False,20193,-5377.0,14034,1.331480689753456,25
889,NTPC,Mar 2020,23890.0,-29628.0,6004.0,266.0,Mar 2020,2020,Q4,False,False,20203,-5738.0,11902,2.007225676356915,28
890,NTPC,Mar 2021,32444.0,-21034.0,-11049.0,360.0,Mar 2021,2021,Q4,False,False,20213,11410.0,14969,2.1674126528158193,31
891,NTPC,Mar 2022,41788.0,-22891.0,-19172.0,-274.0,Mar 2022,2022,Q4,False,False,20223,18897.0,16960,2.463915094339623,34
892,NTPC,Mar 2023,47152.0,-26145.0,-21217.0,-210.0,Mar 2023,2023,Q4,False,False,20233,21007.0,17121,2.7540447403773145,37
893,NTPC,Mar 2024,40785.0,-32141.0,-8246.0,398.0,Mar 2024,2024,Q4,False,False,20243,8644.0,21332,1.9119163697731107,40
894,ONGC,Mar 2013,39874.0,-41220.0,-6927.0,-8273.0,Mar 2013,2013,Q4,False,False,20133,-1346.0,23994,1.6618321246978411,5
895,ONGC,Mar 2014,53270.0,-63633.0,15225.0,4862.0,Mar 2014,2014,Q4,False,False,20143,-10363.0,26665,1.9977498593662104,8
896,ONGC,Mar 2015,33950.0,-30058.0,-10641.0,-6749.0,Mar 2015,2015,Q4,False,False,20153,3892.0,17703,1.9177540529853696,12
897,ONGC,Mar 2016,46292.0,-38256.0,-8972.0,-935.0,Mar 2016,2016,Q4,False,False,20163,8036.0,13102,3.533201038009464,16
898,ONGC,Mar 2017,45780.0,-43815.0,-1867.0,99.0,Mar 2017,2017,Q4,False,False,20173,1965.0,29169,1.5694744420446365,19
899,ONGC,Mar 2018,56792.0,-66798.0,9909.0,-97.0,Mar 2018,2018,Q4,False,False,20183,-10006.0,26068,2.178609789780574,22
900,ONGC,Mar 2019,61458.0,-37132.0,-23324.0,1001.0,Mar 2019,2019,Q4,False,False,20193,24326.0,33938,1.8108904472862277,25
901,ONGC,Mar 2020,70593.0,-53159.0,-16726.0,708.0,Mar 2020,2020,Q4,False,False,20203,17434.0,11456,6.162098463687151,28
902,ONGC,Mar 2021,47185.0,-39141.0,-8239.0,-195.0,Mar 2021,2021,Q4,False,False,20213,8044.0,21360,2.2090355805243447,31
903,ONGC,Mar 2022,78248.0,-41197.0,-35790.0,1261.0,Mar 2022,2022,Q4,False,False,20223,37051.0,49294,1.5873737168823792,34
904,ONGC,Mar 2023,86062.0,-74690.0,-12876.0,-1504.0,Mar 2023,2023,Q4,False,False,20233,11372.0,32778,2.625602538287876,37
905,ONGC,Mar 2024,99263.0,-57203.0,-45650.0,-3591.0,Mar 2024,2024,Q4,False,False,20243,42060.0,57101,1.7383758603176827,40
906,PFC,Mar 2013,-25102.0,22.0,27947.0,2868.0,Mar 2013,2013,Q4,False,False,20133,-25080.0,4438,-5.65615141955836,5
907,PFC,Mar 2014,-22473.0,9.0,17671.0,-4793.0,Mar 2014,2014,Q4,False,False,20143,-22464.0,5462,-4.1144269498352255,8
908,PFC,Mar 2015,-21455.0,-491.0,26916.0,4970.0,Mar 2015,2015,Q4,False,False,20153,-21946.0,6004,-3.5734510326449036,12
909,PFC,Mar 2016,-13298.0,-1973.0,10383.0,-4888.0,Mar 2016,2016,Q4,False,False,20163,-15271.0,6184,-2.1503880983182406,16
910,PFC,Mar 2017,1795.0,-667.0,1950.0,3079.0,Mar 2017,2017,Q4,False,False,20173,1128.0,2236,0.802772808586762,19
911,PFC,Mar 2018,-57148.0,1409.0,52018.0,-3720.0,Mar 2018,2018,Q4,False,False,20183,-55739.0,8797,-6.496305558713198,22
912,PFC,Mar 2019,-80252.0,-13463.0,93616.0,-98.0,Mar 2019,2019,Q4,False,False,20193,-93715.0,12640,-6.349050632911393,25
913,PFC,Mar 2020,-42148.0,-73.0,43399.0,1179.0,Mar 2020,2020,Q4,False,False,20203,-42221.0,9477,-4.447398965917484,28
914,PFC,Mar 2021,-59143.0,1741.0,60424.0,3023.0,Mar 2021,2021,Q4,False,False,20213,-57402.0,15716,-3.763234919826928,31
915,PFC,Mar 2022,4904.0,-547.0,-8371.0,-4014.0,Mar 2022,2022,Q4,False,False,20223,4357.0,18768,0.2612958226768968,34
916,PFC,Mar 2023,-74717.0,-1694.0,75537.0,-874.0,Mar 2023,2023,Q4,False,False,20233,-76411.0,21179,-3.527881391944851,37
917,PFC,Mar 2024,-97820.0,-3409.0,101261.0,32.0,Mar 2024,2024,Q4,False,False,20243,-101229.0,26461,-3.6967612713049394,40
918,PIDILITIND,Mar 2013,472.0,-144.0,-339.0,-12.0,Mar 2013,2013,Q4,False,False,20133,328.0,424,1.1132075471698113,5
919,PIDILITIND,Mar 2014,394.0,-99.0,-242.0,54.0,Mar 2014,2014,Q4,False,False,20143,295.0,450,0.8755555555555555,8
920,PIDILITIND,Mar 2015,552.0,-436.0,-165.0,-49.0,Mar 2015,2015,Q4,False,False,20153,116.0,514,1.0739299610894941,12
921,PIDILITIND,Mar 2016,907.0,-491.0,-371.0,45.0,Mar 2016,2016,Q4,False,False,20163,416.0,807,1.123915737298637,16
922,PIDILITIND,Mar 2017,794.0,-879.0,41.0,-45.0,Mar 2017,2017,Q4,False,False,20173,-85.0,863,0.9200463499420626,19
923,PIDILITIND,Mar 2018,796.0,39.0,-790.0,46.0,Mar 2018,2018,Q4,False,False,20183,835.0,966,0.8240165631469979,22
924,PIDILITIND,Mar 2019,845.0,-513.0,-361.0,-29.0,Mar 2019,2019,Q4,False,False,20193,332.0,928,0.9105603448275862,25
925,PIDILITIND,Mar 2020,1280.0,103.0,-849.0,533.0,Mar 2020,2020,Q4,False,False,20203,1383.0,1122,1.1408199643493762,28
926,PIDILITIND,Mar 2021,1392.0,-1688.0,-76.0,-372.0,Mar 2021,2021,Q4,False,False,20213,-296.0,1126,1.236234458259325,31
927,PIDILITIND,Mar 2022,955.0,-558.0,-468.0,-71.0,Mar 2022,2022,Q4,False,False,20223,397.0,1207,0.7912178956089478,34
928,PIDILITIND,Mar 2023,1558.0,-899.0,-656.0,2.0,Mar 2023,2023,Q4,False,False,20233,659.0,1289,1.208688906128782,37
929,PIDILITIND,Mar 2024,2724.0,-1769.0,-742.0,212.0,Mar 2024,2024,Q4,False,False,20243,955.0,1747,1.559244419004007,40
930,PNB,Mar 2013,-692.0,-600.0,-694.0,-1987.0,Mar 2013,2013,Q4,False,False,20133,-1292.0,5020,-0.13784860557768924,5
931,PNB,Mar 2014,16906.0,-302.0,2129.0,18733.0,Mar 2014,2014,Q4,False,False,20143,16604.0,3674,4.601524224278715,8
932,PNB,Mar 2015,4814.0,-872.0,7451.0,11393.0,Mar 2015,2015,Q4,False,False,20153,3942.0,3525,1.3656737588652483,12
933,PNB,Mar 2016,14167.0,-1352.0,5975.0,18790.0,Mar 2016,2016,Q4,False,False,20163,12815.0,-3510,-4.036182336182336,16
934,PNB,Mar 2017,21938.0,159.0,-9767.0,12330.0,Mar 2017,2017,Q4,False,False,20173,22097.0,1239,17.706214689265536,19
935,PNB,Mar 2018,-1742.0,392.0,7460.0,6109.0,Mar 2018,2018,Q4,False,False,20183,-1350.0,-12111,0.14383618198332096,22
936,PNB,Mar 2019,-33532.0,-629.0,13969.0,-20192.0,Mar 2019,2019,Q4,False,False,20193,-34161.0,-9550,3.5112041884816754,25
937,PNB,Mar 2020,-12793.0,-338.0,13591.0,460.0,Mar 2020,2020,Q4,False,False,20203,-13131.0,485,-26.377319587628865,28
938,PNB,Mar 2021,30950.0,-787.0,5415.0,35579.0,Mar 2021,2021,Q4,False,False,20213,30163.0,2695,11.484230055658626,31
939,PNB,Mar 2022,20032.0,-1204.0,2032.0,20859.0,Mar 2022,2022,Q4,False,False,20223,18828.0,3908,5.12589559877175,34
940,PNB,Mar 2023,22592.0,-732.0,1275.0,23135.0,Mar 2023,2023,Q4,False,False,20233,21860.0,3359,6.725811253349211,37
941,PNB,Mar 2024,-27939.0,-1506.0,3518.0,-25928.0,Mar 2024,2024,Q4,False,False,20243,-29445.0,9157,-3.0511084416293546,40
942,POWERGRID,Mar 2013,11690.0,-22084.0,9962.0,-432.0,Mar 2013,2013,Q4,False,False,20133,-10394.0,4313,2.7104103872014838,5
943,POWERGRID,Mar 2014,15223.0,-26639.0,13712.0,2295.0,Mar 2014,2014,Q4,False,False,20143,-11416.0,4548,3.3471855760773965,8
944,POWERGRID,Mar 2015,15800.0,-24185.0,6399.0,-1986.0,Mar 2015,2015,Q4,False,False,20153,-8385.0,5046,3.1311930241775663,12
945,POWERGRID,Mar 2016,15008.0,-21576.0,5621.0,-948.0,Mar 2016,2016,Q4,False,False,20163,-6568.0,5959,2.518543379761705,16
946,POWERGRID,Mar 2017,21575.0,-23836.0,3959.0,1698.0,Mar 2017,2017,Q4,False,False,20173,-2261.0,7451,2.895584485303986,19
947,POWERGRID,Mar 2018,22710.0,-25701.0,1285.0,-1707.0,Mar 2018,2018,Q4,False,False,20183,-2991.0,8204,2.7681618722574353,22
948,POWERGRID,Mar 2019,23271.0,-18727.0,-2431.0,2113.0,Mar 2019,2019,Q4,False,False,20193,4544.0,10034,2.3192146701215868,25
949,POWERGRID,Mar 2020,30739.0,-10733.0,-18806.0,1199.0,Mar 2020,2020,Q4,False,False,20203,20006.0,11059,2.7795460710733337,28
950,POWERGRID,Mar 2021,29403.0,-9244.0,-20521.0,-362.0,Mar 2021,2021,Q4,False,False,20213,20159.0,12036,2.442921236291127,31
951,POWERGRID,Mar 2022,26124.0,753.0,-28967.0,-2091.0,Mar 2022,2022,Q4,False,False,20223,26877.0,16824,1.5527817403708988,34
952,POWERGRID,Mar 2023,40203.0,-7138.0,-30450.0,2615.0,Mar 2023,2023,Q4,False,False,20233,33065.0,15420,2.6071984435797666,37
953,POWERGRID,Mar 2024,37290.0,-13114.0,-25903.0,-1728.0,Mar 2024,2024,Q4,False,False,20243,24176.0,15573,2.394528992486997,40
954,RECLTD,Mar 2013,-20059.0,152.0,16059.0,-3847.0,Mar 2013,2013,Q4,False,False,20133,-19907.0,3833,-5.233237672841117,5
955,RECLTD,Mar 2014,-17244.0,136.0,16815.0,-293.0,Mar 2014,2014,Q4,False,False,20143,-17108.0,4741,-3.6372073402235814,8
956,RECLTD,Mar 2015,-23898.0,151.0,23098.0,-649.0,Mar 2015,2015,Q4,False,False,20153,-23747.0,5344,-4.4719311377245505,12
957,RECLTD,Mar 2016,-13278.0,-756.0,15291.0,1257.0,Mar 2016,2016,Q4,False,False,20163,-14034.0,5691,-2.3331576172904587,16
958,RECLTD,Mar 2017,6805.0,-101.0,-3947.0,2757.0,Mar 2017,2017,Q4,False,False,20173,6704.0,6313,1.0779344210359576,19
959,RECLTD,Mar 2018,-32510.0,46.0,28244.0,-4220.0,Mar 2018,2018,Q4,False,False,20183,-32464.0,4451,-7.303976634464165,22
960,RECLTD,Mar 2019,-35866.0,457.0,35543.0,134.0,Mar 2019,2019,Q4,False,False,20193,-35409.0,5741,-6.247343668350462,25
961,RECLTD,Mar 2020,-32712.0,121.0,33926.0,1336.0,Mar 2020,2020,Q4,False,False,20203,-32591.0,4972,-6.579243765084473,28
962,RECLTD,Mar 2021,-43512.0,861.0,42113.0,-538.0,Mar 2021,2021,Q4,False,False,20213,-42651.0,8378,-5.1936022917164,31
963,RECLTD,Mar 2022,-819.0,-287.0,68.0,-1038.0,Mar 2022,2022,Q4,False,False,20223,-1106.0,10036,-0.08160621761658031,34
964,RECLTD,Mar 2023,-37360.0,-943.0,38123.0,-180.0,Mar 2023,2023,Q4,False,False,20233,-38303.0,11167,-3.3455717739768964,37
965,RECLTD,Mar 2024,-57723.0,-1831.0,59588.0,34.0,Mar 2024,2024,Q4,False,False,20243,-59554.0,14145,-4.0808059384941675,40
966,RELIANCE,Mar 2013,36918.0,-27601.0,408.0,9725.0,Mar 2013,2013,Q4,False,False,20133,9317.0,20886,1.7675955185291583,5
967,RELIANCE,Mar 2014,43261.0,-73070.0,13713.0,-16096.0,Mar 2014,2014,Q4,False,False,20143,-29809.0,22548,1.9186180592513749,8
968,RELIANCE,Mar 2015,34374.0,-64706.0,8444.0,-21888.0,Mar 2015,2015,Q4,False,False,20153,-30332.0,23640,1.4540609137055838,12
969,RELIANCE,Mar 2016,38134.0,-36186.0,-3210.0,-1262.0,Mar 2016,2016,Q4,False,False,20163,1948.0,29861,1.2770503332105423,16
970,RELIANCE,Mar 2017,49550.0,-66201.0,8617.0,-8034.0,Mar 2017,2017,Q4,False,False,20173,-16651.0,29833,1.6609124124291892,19
971,RELIANCE,Mar 2018,71459.0,-68192.0,-2001.0,1266.0,Mar 2018,2018,Q4,False,False,20183,3267.0,36080,1.980570953436807,22
972,RELIANCE,Mar 2019,42346.0,-94507.0,55906.0,3745.0,Mar 2019,2019,Q4,False,False,20193,-52161.0,39837,1.0629816502246656,25
973,RELIANCE,Mar 2020,94877.0,-72497.0,-2541.0,19839.0,Mar 2020,2020,Q4,False,False,20203,22380.0,39880,2.379062186559679,28
974,RELIANCE,Mar 2021,26958.0,-142385.0,101904.0,-13523.0,Mar 2021,2021,Q4,False,False,20213,-115427.0,53739,0.5016468486573996,31
975,RELIANCE,Mar 2022,110654.0,-109162.0,17289.0,18781.0,Mar 2022,2022,Q4,False,False,20223,1492.0,67845,1.6309823863217627,34
976,RELIANCE,Mar 2023,115032.0,-93001.0,10455.0,32486.0,Mar 2023,2023,Q4,False,False,20233,22031.0,74088,1.5526401036605118,37
977,RELIANCE,Mar 2024,158788.0,-113581.0,-16646.0,28561.0,Mar 2024,2024,Q4,False,False,20243,45207.0,79020,2.00946595798532,40
978,SBILIFE,Mar 2013,1130.0,-227.0,-58.0,845.0,Mar 2013,2013,Q4,False,False,20133,903.0,630,1.7936507936507937,5
979,SBILIFE,Mar 2014,166.0,-708.0,-58.0,-600.0,Mar 2014,2014,Q4,False,False,20143,-542.0,728,0.22802197802197802,8
980,SBILIFE,Mar 2015,2711.0,-178.0,-117.0,2416.0,Mar 2015,2015,Q4,False,False,20153,2533.0,815,3.3263803680981594,12
981,SBILIFE,Mar 2016,5778.0,-7204.0,-144.0,-1570.0,Mar 2016,2016,Q4,False,False,20163,-1426.0,844,6.845971563981043,16
982,SBILIFE,Mar 2017,8525.0,-9032.0,-144.0,-651.0,Mar 2017,2017,Q4,False,False,20173,-507.0,955,8.926701570680628,19
983,SBILIFE,Mar 2018,10395.0,-8910.0,-221.0,1264.0,Mar 2018,2018,Q4,False,False,20183,1485.0,1150,9.039130434782608,22
984,SBILIFE,Mar 2019,13473.0,-13552.0,-241.0,-321.0,Mar 2019,2019,Q4,False,False,20193,-79.0,1327,10.152976639035419,25
985,SBILIFE,Mar 2020,19299.0,-16986.0,-198.0,2114.0,Mar 2020,2020,Q4,False,False,20203,2313.0,1422,13.571729957805907,28
