id,symbol,year,operating_activity,investing_activity,financing_activity,net_cash_flow,year_label,fiscal_year,quarter,is_ttm,is_half_year,sort_order,free_cash_flow,net_profit,cash_conversion_ratio,year_id
610,ICICIGI,Mar 2014,595.0,-706.0,4.0,-108.0,Mar 2014,2014,Q4,False,False,20143,-111.0,520,1.1442307692307692,8
611,ICICIGI,Mar 2015,-98.0,171.0,-93.0,-20.0,Mar 2015,2015,Q4,False,False,20153,73.0,585,-0.1675213675213675,12
612,ICICIGI,Mar 2016,511.0,-310.0,-148.0,53.0,Mar 2016,2016,Q4,False,False,20163,201.0,507,1.0078895463510849,16
613,ICICIGI,Mar 2017,1628.0,-1990.0,361.0,-1.0,Mar 2017,2017,Q4,False,False,20173,-362.0,702,2.319088319088319,19
614,ICICIGI,Mar 2018,2390.0,-1896.0,-96.0,398.0,Mar 2018,2018,Q4,False,False,20183,494.0,862,2.7726218097447797,22
615,ICICIGI,Mar 2019,2976.0,-2856.0,-310.0,-190.0,Mar 2019,2019,Q4,False,False,20193,120.0,1049,2.8369876072449953,25
616,ICICIGI,Mar 2020,3433.0,-3382.0,-420.0,-369.0,Mar 2020,2020,Q4,False,False,20203,51.0,1194,2.875209380234506,28
617,ICICIGI,Mar 2021,1774.0,-1367.0,-212.0,195.0,Mar 2021,2021,Q4,False,False,20213,407.0,1473,1.2043448744059742,31
618,ICICIGI,Mar 2022,809.0,135.0,-879.0,65.0,Mar 2022,2022,Q4,False,False,20223,944.0,1271,0.6365066876475216,34
619,ICICIGI,Mar 2023,2290.0,-1685.0,-695.0,-90.0,Mar 2023,2023,Q4,False,False,20233,605.0,1729,1.324465008675535,37
620,ICICIGI,Mar 2024,2407.0,-1921.0,-355.0,131.0,Mar 2024,2024,Q4,False,False,20243,486.0,1919,1.2542991141219386,40
621,ICICIPRULI,Mar 2013,-2641.0,1564.0,-514.0,-1591.0,Mar 2013,2013,Q4,False,False,20133,-1077.0,1515,-1.7432343234323433,5
622,ICICIPRULI,Mar 2014,-2382.0,6012.0,-1091.0,2539.0,Mar 2014,2014,Q4,False,False,20143,3630.0,1561,-1.5259449071108264,8
623,ICICIPRULI,Mar 2015,523.0,-1822.0,-966.0,-2264.0,Mar 2015,2015,Q4,False,False,20153,-1299.0,1640,0.31890243902439025,12
624,ICICIPRULI,Mar 2016,3634.0,27.0,-1442.0,2219.0,Mar 2016,2016,Q4,False,False,20163,3661.0,1650,2.2024242424242426,16
625,ICICIPRULI,Mar 2017,4130.0,-696.0,-994.0,2439.0,Mar 2017,2017,Q4,False,False,20173,3434.0,1682,2.455410225921522,19
626,ICICIPRULI,Mar 2018,5690.0,-5389.0,-1188.0,-887.0,Mar 2018,2018,Q4,False,False,20183,301.0,1619,3.5145151327980235,22
627,ICICIPRULI,Mar 2019,11377.0,-7559.0,-843.0,2975.0,Mar 2019,2019,Q4,False,False,20193,3818.0,1139,9.988586479367866,25
628,ICICIPRULI,Mar 2020,8596.0,-10797.0,-405.0,-2606.0,Mar 2020,2020,Q4,False,False,20203,-2201.0,1067,8.056232427366448,28
629,ICICIPRULI,Mar 2021,7314.0,-5084.0,1205.0,3434.0,Mar 2021,2021,Q4,False,False,20213,2230.0,956,7.650627615062762,31
630,ICICIPRULI,Mar 2022,1831.0,-816.0,-319.0,696.0,Mar 2022,2022,Q4,False,False,20223,1015.0,759,2.412384716732543,34
631,ICICIPRULI,Mar 2023,89.0,-1145.0,-112.0,-1168.0,Mar 2023,2023,Q4,False,False,20233,-1056.0,813,0.10947109471094711,37
632,ICICIPRULI,Mar 2024,-7315.0,7420.0,-88.0,17.0,Mar 2024,2024,Q4,False,False,20243,105.0,851,-8.595769682726205,40
633,INDIGO,Mar 2013,1741.0,-1890.0,36.0,-113.0,Mar 2013,2013,Q4,False,False,20133,-149.0,787,2.2121982210927573,5
634,INDIGO,Mar 2014,1595.0,-2914.0,1285.0,-34.0,Mar 2014,2014,Q4,False,False,20143,-1319.0,474,3.3649789029535864,8
635,INDIGO,Mar 2015,2384.0,-940.0,-1308.0,136.0,Mar 2015,2015,Q4,False,False,20153,1444.0,1304,1.8282208588957056,12
636,INDIGO,Mar 2016,3116.0,-1337.0,-1220.0,559.0,Mar 2016,2016,Q4,False,False,20163,1779.0,1986,1.5689828801611279,16
637,INDIGO,Mar 2017,3782.0,-3033.0,-1401.0,-652.0,Mar 2017,2017,Q4,False,False,20173,749.0,1659,2.2796865581675707,19
638,INDIGO,Mar 2018,3903.0,-4152.0,766.0,518.0,Mar 2018,2018,Q4,False,False,20183,-249.0,2242,1.7408563782337199,22
639,INDIGO,Mar 2019,3160.0,-2526.0,-592.0,42.0,Mar 2019,2019,Q4,False,False,20193,634.0,156,20.256410256410255,25
640,INDIGO,Mar 2020,6943.0,-4573.0,-2407.0,-37.0,Mar 2020,2020,Q4,False,False,20203,2370.0,-248,-27.995967741935484,28
641,INDIGO,Mar 2021,-1620.0,3228.0,-1775.0,-168.0,Mar 2021,2021,Q4,False,False,20213,1608.0,-6171,0.2625182304326689,31
642,INDIGO,Mar 2022,2064.0,1527.0,-3088.0,503.0,Mar 2022,2022,Q4,False,False,20223,3591.0,-317,-6.511041009463723,34
643,INDIGO,Mar 2023,12703.0,-4039.0,-8432.0,232.0,Mar 2023,2023,Q4,False,False,20233,8664.0,-317,-40.072555205047315,37
644,INDIGO,Mar 2024,21183.0,-11759.0,-9979.0,-555.0,Mar 2024,2024,Q4,False,False,20243,9424.0,8167,2.5937308681278317,40
645,INDUSINDBK,Mar 2013,-486.0,-174.0,1969.0,1309.0,Mar 2013,2013,Q4,False,False,20133,-660.0,1061,-0.4580584354382658,5
646,INDUSINDBK,Mar 2014,-4106.0,-174.0,4200.0,-79.0,Mar 2014,2014,Q4,False,False,20143,-4280.0,1408,-2.9161931818181817,8
647,INDUSINDBK,Mar 2015,-1421.0,-276.0,5707.0,4010.0,Mar 2015,2015,Q4,False,False,20153,-1697.0,1794,-0.7920847268673356,12
648,INDUSINDBK,Mar 2016,-2927.0,-258.0,2517.0,-667.0,Mar 2016,2016,Q4,False,False,20163,-3185.0,2286,-1.2804024496937882,16
649,INDUSINDBK,Mar 2017,11569.0,-285.0,-2768.0,8516.0,Mar 2017,2017,Q4,False,False,20173,11284.0,2868,4.033821478382148,19
650,INDUSINDBK,Mar 2018,-20700.0,-217.0,15505.0,-5412.0,Mar 2018,2018,Q4,False,False,20183,-20917.0,3606,-5.740432612312812,22
651,INDUSINDBK,Mar 2019,-6389.0,-633.0,8590.0,1568.0,Mar 2019,2019,Q4,False,False,20193,-7022.0,3301,-1.9354740987579522,25
652,INDUSINDBK,Mar 2020,-12039.0,526.0,12733.0,1220.0,Mar 2020,2020,Q4,False,False,20203,-11513.0,4418,-2.724988682661838,28
653,INDUSINDBK,Mar 2021,44646.0,-226.0,-4096.0,40324.0,Mar 2021,2021,Q4,False,False,20213,44420.0,2836,15.7425952045134,31
654,INDUSINDBK,Mar 2022,16600.0,-351.0,-4302.0,11947.0,Mar 2022,2022,Q4,False,False,20223,16249.0,4611,3.600086749078291,34
655,INDUSINDBK,Mar 2023,-12438.0,-441.0,1115.0,-11763.0,Mar 2023,2023,Q4,False,False,20233,-12879.0,7390,-1.683085250338295,37
656,INDUSINDBK,Mar 2024,-16843.0,-625.0,-2242.0,-19710.0,Mar 2024,2024,Q4,False,False,20243,-17468.0,8950,-1.8818994413407821,40
657,INFY,Mar 2013,7373.0,-2922.0,-3210.0,1241.0,Mar 2013,2013,Q4,False,False,20133,4451.0,9429,0.781949305334606,5
658,INFY,Mar 2014,9825.0,-2563.0,-3144.0,4118.0,Mar 2014,2014,Q4,False,False,20143,7262.0,10656,0.9220157657657657,8
659,INFY,Mar 2015,8353.0,999.0,-4935.0,4417.0,Mar 2015,2015,Q4,False,False,20153,9352.0,12372,0.6751535725832525,12
660,INFY,Mar 2016,10028.0,-885.0,-6813.0,2330.0,Mar 2016,2016,Q4,False,False,20163,9143.0,13489,0.7434205649047372,16
661,INFY,Mar 2017,11531.0,-14664.0,-6939.0,-10072.0,Mar 2017,2017,Q4,False,False,20173,-3133.0,14353,0.8033860516965095,19
662,INFY,Mar 2018,13218.0,4533.0,-20505.0,-2754.0,Mar 2018,2018,Q4,False,False,20183,17751.0,16029,0.8246303574770728,22
663,INFY,Mar 2019,14841.0,-632.0,-14512.0,-303.0,Mar 2019,2019,Q4,False,False,20193,14209.0,15410,0.9630759247242051,25
664,INFY,Mar 2020,17003.0,-331.0,-17591.0,-919.0,Mar 2020,2020,Q4,False,False,20203,16672.0,16639,1.0218763146823728,28
665,INFY,Mar 2021,23224.0,-7373.0,-9786.0,6065.0,Mar 2021,2021,Q4,False,False,20213,15851.0,19423,1.195695824537919,31
666,INFY,Mar 2022,23885.0,-6485.0,-24642.0,-7242.0,Mar 2022,2022,Q4,False,False,20223,17400.0,22146,1.0785243384809897,34
667,INFY,Mar 2023,22467.0,-1071.0,-26695.0,-5299.0,Mar 2023,2023,Q4,False,False,20233,21396.0,24108,0.9319313091090095,37
668,INFY,Mar 2024,25210.0,-5093.0,-17504.0,2613.0,Mar 2024,2024,Q4,False,False,20243,20117.0,26248,0.9604541298384639,40
669,IOC,Mar 2013,9340.0,-9294.0,352.0,398.0,Mar 2013,2013,Q4,False,False,20133,46.0,3627,2.5751309622277363,5
670,IOC,Mar 2014,24195.0,-18594.0,-3116.0,2485.0,Mar 2014,2014,Q4,False,False,20143,5601.0,6967,3.4728003444811253,8
671,IOC,Mar 2015,46092.0,-10215.0,-38283.0,-2406.0,Mar 2015,2015,Q4,False,False,20153,35877.0,4872,9.460591133004925,12
672,IOC,Mar 2016,25624.0,-13610.0,-11890.0,124.0,Mar 2016,2016,Q4,False,False,20163,12014.0,12413,2.0642874405864817,16
673,IOC,Mar 2017,28216.0,-17684.0,-10937.0,-405.0,Mar 2017,2017,Q4,False,False,20173,10532.0,20385,1.3841550159430953,19
674,IOC,Mar 2018,29115.0,-17119.0,-12007.0,-11.0,Mar 2018,2018,Q4,False,False,20183,11996.0,22626,1.286793953858393,22
675,IOC,Mar 2019,12747.0,-22569.0,10436.0,614.0,Mar 2019,2019,Q4,False,False,20193,-9822.0,17274,0.7379298367488711,25
676,IOC,Mar 2020,7146.0,-29101.0,22456.0,502.0,Mar 2020,2020,Q4,False,False,20203,-21955.0,-1876,-3.8091684434968016,28
677,IOC,Mar 2021,49650.0,-22935.0,-27369.0,-653.0,Mar 2021,2021,Q4,False,False,20213,26715.0,21762,2.2814998621450235,31
678,IOC,Mar 2022,25747.0,-21294.0,-4058.0,395.0,Mar 2022,2022,Q4,False,False,20223,4453.0,25727,1.00077739339993,34
679,IOC,Mar 2023,29644.0,-28030.0,-1794.0,-180.0,Mar 2023,2023,Q4,False,False,20233,1614.0,11704,2.5328092959671906,37
680,IOC,Mar 2024,71099.0,-31464.0,-39385.0,250.0,Mar 2024,2024,Q4,False,False,20243,39635.0,43161,1.6472973286068442,40
681,IRCTC,Mar 2015,69.0,-46.0,-17.0,6.0,Mar 2015,2015,Q4,False,False,20153,23.0,131,0.5267175572519084,12
682,IRCTC,Mar 2016,288.0,7.0,-31.0,263.0,Mar 2016,2016,Q4,False,False,20163,295.0,189,1.5238095238095237,16
683,IRCTC,Mar 2017,338.0,94.0,-136.0,296.0,Mar 2017,2017,Q4,False,False,20173,432.0,229,1.4759825327510918,19
684,IRCTC,Mar 2018,24.0,40.0,-57.0,7.0,Mar 2018,2018,Q4,False,False,20183,64.0,221,0.1085972850678733,22
685,IRCTC,Mar 2019,499.0,-353.0,-179.0,-33.0,Mar 2019,2019,Q4,False,False,20193,146.0,309,1.6148867313915858,25
686,IRCTC,Mar 2020,409.0,8.0,-280.0,137.0,Mar 2020,2020,Q4,False,False,20203,417.0,513,0.797270955165692,28
687,IRCTC,Mar 2021,248.0,-453.0,-47.0,-252.0,Mar 2021,2021,Q4,False,False,20213,-205.0,187,1.3262032085561497,31
688,IRCTC,Mar 2022,524.0,-242.0,-258.0,23.0,Mar 2022,2022,Q4,False,False,20223,282.0,660,0.793939393939394,34
689,IRCTC,Mar 2023,812.0,-317.0,-434.0,61.0,Mar 2023,2023,Q4,False,False,20233,495.0,1006,0.8071570576540755,37
690,IRCTC,Mar 2024,882.0,-215.0,-404.0,262.0,Mar 2024,2024,Q4,False,False,20243,667.0,1111,0.7938793879387939,40
691,IRFC,Mar 2016,-16378.0,2.0,17582.0,1206.0,Mar 2016,2016,Q4,False,False,20163,-16376.0,849,-19.290930506478208,16
692,IRFC,Mar 2017,-19455.0,2.0,18250.0,-1204.0,Mar 2017,2017,Q4,False,False,20173,-19453.0,934,-20.829764453961456,19
693,IRFC,Mar 2018,-28076.0,2.0,28075.0,0.0,Mar 2018,2018,Q4,False,False,20183,-28074.0,2055,-13.662287104622871,22
694,IRFC,Mar 2019,-41748.0,1.0,41749.0,3.0,Mar 2019,2019,Q4,False,False,20193,-41747.0,2255,-18.51352549889135,25
695,IRFC,Mar 2020,-62701.0,1.0,62697.0,-2.0,Mar 2020,2020,Q4,False,False,20203,-62700.0,3192,-19.64317042606516,28
696,IRFC,Mar 2021,-89907.0,0.0,90202.0,296.0,Mar 2021,2021,Q4,False,False,20213,-89907.0,4416,-20.359375,31
697,IRFC,Mar 2022,-64412.0,-5.0,64266.0,-151.0,Mar 2022,2022,Q4,False,False,20223,-64417.0,6090,-10.576683087027915,34
698,IRFC,Mar 2023,-28588.0,0.0,28644.0,56.0,Mar 2023,2023,Q4,False,False,20233,-28588.0,6167,-4.635641316685585,37
699,IRFC,Mar 2024,7914.0,-8.0,-8046.0,-140.0,Mar 2024,2024,Q4,False,False,20243,7906.0,6412,1.2342482844666252,40
700,ITC,Mar 2013,7102.0,-3881.0,-3310.0,-90.0,Mar 2013,2013,Q4,False,False,20133,3221.0,7704,0.921858774662513,5
701,ITC,Mar 2014,7344.0,-3254.0,-4122.0,-32.0,Mar 2014,2014,Q4,False,False,20143,4090.0,9001,0.8159093434062882,8
702,ITC,Mar 2015,9843.0,-5275.0,-4661.0,-93.0,Mar 2015,2015,Q4,False,False,20153,4568.0,9779,1.0065446364658963,12
703,ITC,Mar 2016,9799.0,-3921.0,-5613.0,266.0,Mar 2016,2016,Q4,False,False,20163,5878.0,9501,1.0313651194611093,16
704,ITC,Mar 2017,10627.0,-3251.0,-7301.0,75.0,Mar 2017,2017,Q4,False,False,20173,7376.0,10477,1.0143170754987114,19
705,ITC,Mar 2018,13169.0,-7114.0,-6221.0,-166.0,Mar 2018,2018,Q4,False,False,20183,6055.0,11493,1.1458278952405812,22
706,ITC,Mar 2019,12583.0,-5546.0,-6869.0,169.0,Mar 2019,2019,Q4,False,False,20193,7037.0,12836,0.9802898099096292,25
707,ITC,Mar 2020,14690.0,-6174.0,-8181.0,334.0,Mar 2020,2020,Q4,False,False,20203,8516.0,15593,0.942089399089335,28
708,ITC,Mar 2021,12527.0,5740.0,-18634.0,-367.0,Mar 2021,2021,Q4,False,False,20213,18267.0,13383,0.9360382574908466,31
709,ITC,Mar 2022,15776.0,-2238.0,-13580.0,-43.0,Mar 2022,2022,Q4,False,False,20223,13538.0,15503,1.017609494936464,34
710,ITC,Mar 2023,18878.0,-5732.0,-13006.0,139.0,Mar 2023,2023,Q4,False,False,20233,13146.0,19477,0.9692457770703907,37
711,ITC,Mar 2024,17179.0,1563.0,-18551.0,191.0,Mar 2024,2024,Q4,False,False,20243,18742.0,20751,0.8278637174112091,40
712,JINDALSTEL,Mar 2013,3522.0,-9591.0,6111.0,43.0,Mar 2013,2013,Q4,False,False,20133,-6069.0,2952,1.193089430894309,5
713,JINDALSTEL,Mar 2014,4580.0,-12694.0,8879.0,766.0,Mar 2014,2014,Q4,False,False,20143,-8114.0,1896,2.4156118143459917,8
714,JINDALSTEL,Mar 2015,1182.0,-6717.0,5708.0,173.0,Mar 2015,2015,Q4,False,False,20153,-5535.0,-1452,-0.8140495867768595,12
715,JINDALSTEL,Mar 2016,4333.0,-2262.0,-2672.0,-601.0,Mar 2016,2016,Q4,False,False,20163,2071.0,-3087,-1.4036281179138321,16
716,JINDALSTEL,Mar 2017,6850.0,-1998.0,-5108.0,-256.0,Mar 2017,2017,Q4,False,False,20173,4852.0,-2538,-2.6989755713159966,19
717,JINDALSTEL,Mar 2018,7724.0,-1431.0,-6276.0,17.0,Mar 2018,2018,Q4,False,False,20183,6293.0,-1616,-4.77970297029703,22
718,JINDALSTEL,Mar 2019,9027.0,-832.0,-8261.0,-67.0,Mar 2019,2019,Q4,False,False,20193,8195.0,-2412,-3.7425373134328357,25
719,JINDALSTEL,Mar 2020,8814.0,-1476.0,-7016.0,322.0,Mar 2020,2020,Q4,False,False,20203,7338.0,-400,-22.035,28
720,JINDALSTEL,Mar 2021,11961.0,-1884.0,-4612.0,5465.0,Mar 2021,2021,Q4,False,False,20213,10077.0,4267,2.8031403796578394,31
721,JINDALSTEL,Mar 2022,16048.0,-2331.0,-15120.0,-1403.0,Mar 2022,2022,Q4,False,False,20223,13717.0,6766,2.371859296482412,34
722,JINDALSTEL,Mar 2023,7347.0,-4090.0,-2500.0,757.0,Mar 2023,2023,Q4,False,False,20233,3257.0,3974,1.8487669854051334,37
723,JINDALSTEL,Mar 2024,6008.0,-8344.0,1381.0,-955.0,Mar 2024,2024,Q4,False,False,20243,-2336.0,5943,1.010937237085647,40
724,JIOFIN,Mar 2023,2055.0,-1110.0,-889.0,56.0,Mar 2023,2023,Q4,False,False,20233,945.0,31,66.29032258064517,37
725,JIOFIN,Mar 2024,-678.0,1441.0,-753.0,11.0,Mar 2024,2024,Q4,False,False,20243,763.0,1605,-0.4224299065420561,40
726,JSWENERGY,Mar 2013,1725.0,-944.0,-684.0,96.0,Mar 2013,2013,Q4,False,False,20133,781.0,901,1.9145394006659266,5
727,JSWENERGY,Mar 2014,2269.0,-363.0,-1859.0,48.0,Mar 2014,2014,Q4,False,False,20143,1906.0,760,2.985526315789474,8
728,JSWENERGY,Mar 2015,3394.0,-422.0,-2327.0,645.0,Mar 2015,2015,Q4,False,False,20153,2972.0,1358,2.499263622974963,12
729,JSWENERGY,Mar 2016,3538.0,-3272.0,-1622.0,-1357.0,Mar 2016,2016,Q4,False,False,20163,266.0,1460,2.4232876712328766,16
730,JSWENERGY,Mar 2017,3853.0,-762.0,-2595.0,496.0,Mar 2017,2017,Q4,False,False,20173,3091.0,623,6.184590690208668,19
731,JSWENERGY,Mar 2018,3934.0,-215.0,-3968.0,-249.0,Mar 2018,2018,Q4,False,False,20183,3719.0,85,46.28235294117647,22
732,JSWENERGY,Mar 2019,2491.0,-55.0,-2523.0,-87.0,Mar 2019,2019,Q4,False,False,20193,2436.0,684,3.641812865497076,25
733,JSWENERGY,Mar 2020,2082.0,301.0,-1962.0,421.0,Mar 2020,2020,Q4,False,False,20203,2383.0,1081,1.9259944495837187,28
734,JSWENERGY,Mar 2021,3700.0,-1030.0,-2515.0,155.0,Mar 2021,2021,Q4,False,False,20213,2670.0,823,4.495747266099635,31
735,JSWENERGY,Mar 2022,2952.0,-1387.0,-781.0,784.0,Mar 2022,2022,Q4,False,False,20223,1565.0,1743,1.693631669535284,34
736,JSWENERGY,Mar 2023,2084.0,-6778.0,7327.0,2634.0,Mar 2023,2023,Q4,False,False,20233,-4694.0,1480,1.4081081081081082,37
737,JSWENERGY,Mar 2024,6234.0,-8197.0,1675.0,-289.0,Mar 2024,2024,Q4,False,False,20243,-1963.0,1725,3.6139130434782607,40
738,JSWSTEEL,Mar 2013,5844.0,-5433.0,-791.0,-380.0,Mar 2013,2013,Q4,False,False,20133,411.0,929,6.290635091496233,5
739,JSWSTEEL,Mar 2014,2594.0,-5618.0,3300.0,276.0,Mar 2014,2014,Q4,False,False,20143,-3024.0,402,6.45273631840796,8
740,JSWSTEEL,Mar 2015,7876.0,-7372.0,-169.0,334.0,Mar 2015,2015,Q4,False,False,20153,504.0,1722,4.5737514518002325,12
741,JSWSTEEL,Mar 2016,6897.0,-3857.0,-3151.0,-111.0,Mar 2016,2016,Q4,False,False,20163,3040.0,-481,-14.338877338877339,16
742,JSWSTEEL,Mar 2017,7888.0,-5094.0,-2710.0,84.0,Mar 2017,2017,Q4,False,False,20173,2794.0,3467,2.275165849437554,19
743,JSWSTEEL,Mar 2018,12379.0,-4529.0,-8185.0,-335.0,Mar 2018,2018,Q4,False,False,20183,7850.0,6113,2.0250286275151317,22
744,JSWSTEEL,Mar 2019,14633.0,-11387.0,1753.0,4999.0,Mar 2019,2019,Q4,False,False,20193,3246.0,7524,1.944843168527379,25
745,JSWSTEEL,Mar 2020,12785.0,-19589.0,5189.0,-1615.0,Mar 2020,2020,Q4,False,False,20203,-6804.0,3919,3.262311814238326,28
746,JSWSTEEL,Mar 2021,18789.0,-7702.0,-3110.0,7977.0,Mar 2021,2021,Q4,False,False,20213,11087.0,7873,2.3865108599009273,31
747,JSWSTEEL,Mar 2022,26270.0,-14748.0,-14657.0,-3135.0,Mar 2022,2022,Q4,False,False,20223,11522.0,20938,1.2546566052153978,34
748,JSWSTEEL,Mar 2023,23323.0,-10730.0,-5977.0,6616.0,Mar 2023,2023,Q4,False,False,20233,12593.0,4139,5.634935974873158,37
749,JSWSTEEL,Mar 2024,12078.0,-14467.0,-5005.0,-7394.0,Mar 2024,2024,Q4,False,False,20243,-2389.0,8973,1.3460381143430291,40
750,KOTAKBANK,Mar 2013,2878.0,-9035.0,7099.0,942.0,Mar 2013,2013,Q4,False,False,20133,-6157.0,2238,1.285969615728329,5
751,KOTAKBANK,Mar 2014,9068.0,-1130.0,-5814.0,2125.0,Mar 2014,2014,Q4,False,False,20143,7938.0,2527,3.588444796201029,8
752,KOTAKBANK,Mar 2015,2302.0,-4467.0,2426.0,260.0,Mar 2015,2015,Q4,False,False,20153,-2165.0,3105,0.7413848631239935,12
753,KOTAKBANK,Mar 2016,5025.0,-2353.0,2024.0,4696.0,Mar 2016,2016,Q4,False,False,20163,2672.0,3524,1.4259364358683315,16
754,KOTAKBANK,Mar 2017,13222.0,-5289.0,6055.0,13989.0,Mar 2017,2017,Q4,False,False,20173,7933.0,5019,2.634389320581789,19
755,KOTAKBANK,Mar 2018,-10392.0,-5475.0,14679.0,-1188.0,Mar 2018,2018,Q4,False,False,20183,-15867.0,6258,-1.660594439117929,22
756,KOTAKBANK,Mar 2019,1822.0,-3323.0,8365.0,6864.0,Mar 2019,2019,Q4,False,False,20193,-1501.0,7204,0.2529150471960022,25
757,KOTAKBANK,Mar 2020,46619.0,-13068.0,-735.0,32815.0,Mar 2020,2020,Q4,False,False,20203,33551.0,8593,5.425229838240428,28
758,KOTAKBANK,Mar 2021,4881.0,-11172.0,-10072.0,-16363.0,Mar 2021,2021,Q4,False,False,20213,-6291.0,9990,0.4885885885885886,31
759,KOTAKBANK,Mar 2022,8308.0,-10903.0,7543.0,4949.0,Mar 2022,2022,Q4,False,False,20223,-2595.0,12089,0.6872363305484325,34
760,KOTAKBANK,Mar 2023,-1242.0,-10381.0,1883.0,-9740.0,Mar 2023,2023,Q4,False,False,20233,-11623.0,14925,-0.08321608040201005,37
761,KOTAKBANK,Mar 2024,15685.0,-8919.0,15515.0,22281.0,Mar 2024,2024,Q4,False,False,20243,6766.0,18213,0.8611980453522209,40
762,LICI,Mar 2019,13274.0,9636.0,-13700.0,9210.0,Mar 2019,2019,Q4,False,False,20193,22910.0,2627,5.052912066996574,25
763,LICI,Mar 2020,54367.0,-40415.0,-18664.0,-4712.0,Mar 2020,2020,Q4,False,False,20203,13952.0,2710,20.06162361623616,28
764,LICI,Mar 2021,80602.0,148447.0,-256125.0,-27077.0,Mar 2021,2021,Q4,False,False,20213,229049.0,2974,27.10221923335575,31
765,LICI,Mar 2022,-3783.0,12531.0,0.0,8748.0,Mar 2022,2022,Q4,False,False,20223,8748.0,4125,-0.9170909090909091,34
766,LICI,Mar 2023,54519.0,-52848.0,-949.0,722.0,Mar 2023,2023,Q4,False,False,20233,1671.0,35997,1.5145428785732145,37
767,LICI,Mar 2024,26122.0,-25269.0,-4427.0,-3574.0,Mar 2024,2024,Q4,False,False,20243,853.0,40916,0.6384299540522045,40
777,LODHA,Mar 2016,387.0,-854.0,330.0,-137.0,Mar 2016,2016,Q4,False,False,20163,-467.0,703,0.55049786628734,16
778,LODHA,Mar 2017,1469.0,-1174.0,-312.0,-16.0,Mar 2017,2017,Q4,False,False,20173,295.0,584,2.5154109589041096,19
779,LODHA,Mar 2018,696.0,-651.0,24.0,69.0,Mar 2018,2018,Q4,False,False,20183,45.0,794,0.8765743073047859,22
780,LODHA,Mar 2019,-463.0,-175.0,736.0,97.0,Mar 2019,2019,Q4,False,False,20193,-638.0,1644,-0.2816301703163017,25
781,LODHA,Mar 2020,3772.0,182.0,-4188.0,-234.0,Mar 2020,2020,Q4,False,False,20203,3954.0,742,5.083557951482479,28
782,LODHA,Mar 2021,2524.0,420.0,-2835.0,109.0,Mar 2021,2021,Q4,False,False,20213,2944.0,48,52.583333333333336,31
783,LODHA,Mar 2022,1998.0,1139.0,-2888.0,250.0,Mar 2022,2022,Q4,False,False,20223,3137.0,1208,1.653973509933775,34
784,LODHA,Mar 2023,2750.0,1789.0,-3706.0,834.0,Mar 2023,2023,Q4,False,False,20233,4539.0,490,5.612244897959184,37
785,LODHA,Mar 2024,2512.0,-2947.0,951.0,516.0,Mar 2024,2024,Q4,False,False,20243,-435.0,1554,1.6164736164736164,40
786,LT,Mar 2013,-4355.0,-6922.0,11429.0,152.0,Mar 2013,2013,Q4,False,False,20133,-11277.0,5291,-0.8230958230958231,5
787,LT,Mar 2014,-7143.0,-5510.0,13136.0,483.0,Mar 2014,2014,Q4,False,False,20143,-12653.0,4885,-1.462231320368475,8
788,LT,Mar 2015,-1365.0,-4778.0,7903.0,1759.0,Mar 2015,2015,Q4,False,False,20153,-6143.0,4966,-0.27486910994764396,12
789,LT,Mar 2016,-3240.0,-4627.0,7253.0,-613.0,Mar 2016,2016,Q4,False,False,20163,-7867.0,4592,-0.705574912891986,16
790,LT,Mar 2017,6655.0,-9796.0,2896.0,-245.0,Mar 2017,2017,Q4,False,False,20173,-3141.0,6486,1.0260561208757324,19
791,LT,Mar 2018,-10031.0,3914.0,9370.0,3254.0,Mar 2018,2018,Q4,False,False,20183,-6117.0,8004,-1.253248375812094,22
792,LT,Mar 2019,-4756.0,-11023.0,15440.0,-338.0,Mar 2019,2019,Q4,False,False,20193,-15779.0,10217,-0.46549867867280026,25
793,LT,Mar 2020,6694.0,-8408.0,6372.0,4658.0,Mar 2020,2020,Q4,False,False,20203,-1714.0,10894,0.6144666789058197,28
794,LT,Mar 2021,23074.0,-5750.0,-15274.0,2049.0,Mar 2021,2021,Q4,False,False,20213,17324.0,12921,1.7857750948069036,31
795,LT,Mar 2022,19164.0,-3585.0,-15181.0,397.0,Mar 2022,2022,Q4,False,False,20223,15579.0,10419,1.8393319896343219,34
796,LT,Mar 2023,22777.0,-8048.0,-11572.0,3156.0,Mar 2023,2023,Q4,False,False,20233,14729.0,12531,1.8176522224882292,37
797,LT,Mar 2024,18266.0,2179.0,-25413.0,-4968.0,Mar 2024,2024,Q4,False,False,20243,20445.0,15547,1.1748890461182222,40
798,LTIM,Mar 2013,608.0,-224.0,-396.0,-13.0,Mar 2013,2013,Q4,False,False,20133,384.0,562,1.0818505338078293,5
799,LTIM,Mar 2014,628.0,180.0,-769.0,40.0,Mar 2014,2014,Q4,False,False,20143,808.0,996,0.6305220883534136,8
800,LTIM,Mar 2015,642.0,-103.0,-497.0,42.0,Mar 2015,2015,Q4,False,False,20153,539.0,769,0.834850455136541,12
801,LTIM,Mar 2016,858.0,-40.0,-817.0,2.0,Mar 2016,2016,Q4,False,False,20163,818.0,836,1.0263157894736843,16
